exploration_rate,exploration_decay,min_exploration_rate,mean_reward,std_reward,mean_final_nmi
0.8197133992289418,0.9512505377611333,0.01382396298661905,0.71646,0.1608397600097687,0.41048105629911846
0.51927591966869,0.9848112161318526,0.007282267747628515,0.7229000000000001,0.17180090220950528,0.44212012896468844
0.7042679396272469,0.9770986004552298,0.043115627162315734,0.7225499999999999,0.1591130022971096,0.3917226633149554
0.6359377071920453,0.9744014103925454,0.004185779184321212,0.7167499999999998,0.17499927856994152,0.5024131269814807
0.944134038226244,0.9699997197985506,0.02947214712043418,0.7057599999999999,0.17260742278361033,0.3656265935926065
0.6759231279139413,0.9715093122995049,0.022738176093119754,0.75177,0.18082349709039475,0.4439588903400098
0.7740789142081648,0.9565945731687937,0.03560618742917442,0.7207799999999999,0.1666012953130917,0.39258778257871285
0.5334419881713759,0.9706621408214129,0.005614186223912321,0.6806299999999998,0.16163332917440018,0.3862926448782113
0.7487682843793011,0.963308686153627,0.03190681695604018,0.71673,0.17685026745809573,0.3944196160770846
0.6217588813546685,0.9751104494751578,0.008180681963111216,0.7430199999999999,0.16892980672456828,0.4876945653440024
0.9891774291854983,0.9527261327505229,0.036310519886598815,0.6921600000000001,0.16201171068783887,0.3369888854329349
0.8085707383349761,0.9945069276601275,0.02287871226782337,0.70904,0.1565421297925897,0.3514783624649599
0.9568214862774456,0.9568739009793615,0.027847899799544332,0.7462300000000001,0.17642476328452303,0.42382597759233315
0.5451699271346748,0.9975316782281722,0.007583555544499674,0.7399600000000001,0.17386459789157768,0.3884988836285034
0.982959594012472,0.9779877956999452,0.023736227221711117,0.75442,0.17043973597726558,0.46120073229131686
0.5212828567912884,0.9794843225200827,0.0010636094862246056,0.6480499999999999,0.15354656459849567,0.4503859116881116
0.7903785824669783,0.960286199949054,0.03213427144978364,0.71882,0.17067808177970595,0.3874357068599262
0.6120927374236632,0.9966320148298674,0.04729260608501469,0.71533,0.1625142489137491,0.35774775159486766
0.6539033773668887,0.9788978938587519,0.01335433996736697,0.7502999999999999,0.17671991964688077,0.47007071693518526
0.7472437179897173,0.97783458650737,0.04050616349921432,0.6987399999999999,0.14657261817952216,0.36074653843002336
0.9639957829388371,0.9586513445024022,0.04853438327206233,0.7067899999999997,0.1715405663392773,0.3497677511835573
0.7225696125784113,0.9647044241169442,0.04548050081522228,0.6890700000000003,0.14848105973490358,0.3347888845127547
0.7380791311146728,0.9815109527159442,0.0202576523814668,0.74918,0.16560382725045938,0.4603434560010931
0.7073719996543395,0.9643850086309906,0.042251145814920794,0.7204299999999999,0.17182120096193015,0.35931451714240104
0.5354044635295363,0.9717293876870671,0.012387863573945992,0.71113,0.178171527186585,0.3815435190550099
0.5373968784365554,0.9883000367911107,0.04860747401293439,0.68302,0.17093080354342222,0.33464588650136085
0.8708344678072866,0.9970401941573608,0.03739542950302272,0.7062700000000001,0.17250483210623405,0.3329649725864079
0.8421204762060366,0.9547918654238402,0.008429048832707974,0.7228499999999998,0.16098660658576538,0.45292688807177245
0.954884618961936,0.9647039520379339,0.02302575057862785,0.71813,0.17310653684942115,0.41185194864900715
0.6618766729103829,0.9810014742607772,0.0005231519745294328,0.7055300000000001,0.15966192125863948,0.5260506570570385
0.5367133274011657,0.9797180964568118,0.049473403392692725,0.69493,0.15777960926558288,0.35602573156141853
0.6399077367864939,0.9751070221812367,0.028250976041991158,0.74205,0.17873692259854984,0.42377843487427586
0.9298642225959327,0.9757639914256561,0.005769178126988279,0.7172799999999999,0.1705428438838757,0.4417270296595599
0.7254225670725045,0.9718309784138042,0.002177558848016298,0.6944300000000001,0.15680754159159566,0.5220134338521045
0.6852783205481535,0.9975092717966596,0.010082318559586412,0.71536,0.17276570956066484,0.3342268890234974
0.8995576845583635,0.9662953072031268,0.012100626402625405,0.7482800000000001,0.16916761392181423,0.4741348428244656
0.9072390727239052,0.9548011471704442,0.04622727629224806,0.7089799999999998,0.19310986406706418,0.3822636690471122
0.5726680809166403,0.9674755627646507,0.008230498039137057,0.7279899999999999,0.16730221128245734,0.44134870220132455
0.6357455566299728,0.977095329723722,0.03543570415197781,0.7273499999999998,0.16397453308364685,0.40050504017153793
0.7529702068851238,0.9726642356582312,0.02794274420830167,0.73176,0.179079318738932,0.43475873527623976
0.5723602763168343,0.9744948662755728,0.0253044973908156,0.732,0.1711221201364686,0.4143305072250286
0.7480780849002063,0.9928382018431723,0.004525841738975049,0.7506100000000001,0.15185584578803676,0.4492357422428743
0.8657655652001055,0.9957030895258873,0.001962764287052954,0.74772,0.18654989037788255,0.41256144633361297
0.59979435317705,0.9807526300922484,0.0054448051632311895,0.74067,0.16797220335519802,0.5092622377392956
0.895762967980733,0.9515516868070514,0.0419033243505984,0.72015,0.15785388021838423,0.34330129780624075
0.5729774003398235,0.9594587660860737,0.04197146261990169,0.6801600000000001,0.15869289335064754,0.3053303055253374
0.6987444384907288,0.9594755784916907,0.04513172206677901,0.71044,0.16631297724471175,0.3755414539363666
0.5405453323119422,0.9803401394572965,0.04988661974082886,0.6960000000000001,0.16264568853799968,0.33742989994151296
0.6018352237105258,0.9546346710924165,0.033008052116429716,0.7101000000000001,0.1645075986086965,0.3690054868248229
0.5417602605767928,0.9586187153933597,0.034222196366328825,0.73458,0.1614369338162739,0.3983183817882226
0.7105223071433231,0.9782457364909671,0.027951208339035003,0.71747,0.1726801352211655,0.3907413330036919
0.9561716796798746,0.9747174873650081,0.02833349257987337,0.7220400000000001,0.1571057554642732,0.3897878927573792
0.7734007767683165,0.9562059450238077,0.014076671265769577,0.73489,0.17689284298693372,0.4221564851214068
0.8800807391548873,0.9756908301151624,0.04985539898755749,0.6969,0.16817832797361257,0.3558132382323638
0.6852971550623432,0.9953812568163047,0.019861728248899667,0.7316299999999998,0.17918502476490605,0.4070065151059887
0.5972686239665905,0.990303865073304,0.018665786578176732,0.7620399999999998,0.17785527374806742,0.4718533840233877
0.678199103381361,0.9915580138724597,0.017683694493523062,0.75342,0.16372026020013528,0.43951302934515796
0.7019890374718332,0.9600037722287472,0.009022235797271952,0.71545,0.16846052208158444,0.4148809722121558
0.5728346275520652,0.972746350225701,0.03856211190238521,0.70499,0.17504785031527806,0.3622319670520466
0.7905760662522823,0.9597377247767068,0.04826603024234945,0.69628,0.16588381958467197,0.324201865848776
0.5740856031935417,0.9807982643538111,0.008567322537044793,0.7266600000000001,0.17614222775927413,0.4512589381987811
0.9895250600363872,0.9728149138145924,0.0359704670016018,0.7456499999999999,0.17342700914217485,0.43573799500127935
0.9799804650974777,0.9935931843511286,0.03662207420736053,0.7047099999999997,0.17356925390172073,0.3543030834002417
0.9390496745382462,0.9674559323417852,0.03955711062930927,0.70384,0.163809323299988,0.3676518410810067
0.8553418665312464,0.9950553780344266,0.0009365074508955411,0.76716,0.16623295220864004,0.44941052411589916
0.6232409798346791,0.979064496519539,0.04861682224559,0.7171699999999999,0.15252862387106234,0.38924650835614466
0.5652601149503351,0.9907817181516257,0.04403398805575607,0.7086800000000001,0.17031106129667561,0.3746611315183522
0.639791519302934,0.9729639487154945,0.027406814090776582,0.7080299999999999,0.1669721207267848,0.3821684916318881
0.9671309813519864,0.9694017364809843,0.04109989569595243,0.71405,0.17848290534390118,0.3789117249413539
0.913585282671157,0.9606381557588086,0.047131720235698865,0.7137700000000001,0.1680762835738582,0.36837085886811827
0.7406233170366542,0.9833043778612469,0.03102970138723382,0.7413799999999996,0.16518751647748686,0.4386659543388478
0.515277660093687,0.9933809018924455,0.036131592813171465,0.7122499999999999,0.17081740982698454,0.37289941479687705
0.6204677505892473,0.9548943613977545,0.0333297119457409,0.7111799999999999,0.1741356586113252,0.36469160981301757
0.9479511875035083,0.9598467498188406,0.005757593791285322,0.72566,0.16283668014301939,0.48522417380254046
0.9106787657197946,0.9799902590163885,0.0361344886472633,0.71297,0.17200688678073328,0.38583775438475165
0.620051515033128,0.9582201224601962,0.02005243071742524,0.74095,0.14668253986074825,0.4328949631736828
0.8554911338981422,0.9591269278199116,0.0050408839550668515,0.65003,0.16406117487083896,0.3902428359346415
0.9631564292535071,0.9589909474322658,0.03922604548769938,0.7082999999999998,0.1640856178950489,0.37189785712999
0.7574689770038745,0.9594324085657687,0.04765068440265312,0.72718,0.16545871871859757,0.40003845635946883
0.5436507434329083,0.9791904042934476,0.019947799473428528,0.69875,0.16391658701912992,0.3616570529571934
0.7550092533717397,0.9798499043553789,0.015184679558024971,0.73344,0.17337717958255058,0.4325112759381198
0.5261817994254722,0.9543593338761316,0.020421364007152876,0.7359,0.16374251127914216,0.4070201419710969
0.9803903783776162,0.9774127654752645,0.008936266597170263,0.70419,0.17198719109282526,0.3842603563273413
0.9500291095778273,0.9611266142980867,0.0404215315965778,0.7243799999999999,0.17075753453361872,0.37876792421484895
0.7862883696713208,0.9789031947387293,0.022871727839483942,0.7496599999999998,0.16575543550665237,0.4585431756413639
0.5222878974391703,0.981195144571549,0.028246153869801515,0.74272,0.16523093414975296,0.40281573931018433
0.9700170451754229,0.9618324068954821,0.025624415294545757,0.7305699999999998,0.16739786468172166,0.41038415623304014
0.7930488842279788,0.9891014518292145,0.013662684512913633,0.73045,0.18117777871471985,0.4156074267800267
0.7598889709467602,0.9636660843284861,0.037065854104190096,0.71445,0.16830551832901974,0.403678656357229
0.6577175944017226,0.9884934159025545,0.004470592880291552,0.7352899999999998,0.1649384306339793,0.47725132023078276
0.7062144136271395,0.9703861050539652,0.04489814580703041,0.6945899999999999,0.16092327954649693,0.3493327357848511
0.746916325220786,0.9741176956602664,0.03847073834775339,0.7421299999999998,0.16767615543063957,0.44457906117941964
0.7420593780395711,0.9599384109399486,0.04919558572698613,0.7160799999999997,0.1622184749034462,0.3615255996472376
0.8347675180941201,0.9812734356683857,0.029180425967938347,0.7510400000000002,0.17993153809157525,0.4538738916690992
0.7878581040682153,0.9764046762364751,0.021714505333514367,0.69651,0.16727023016663783,0.35987871174436875
0.5361832871347354,0.9705047560206228,0.0495137103542905,0.68316,0.16757080413962333,0.3088934571063779
0.5967181674461917,0.9725053142558455,0.034938430983902036,0.6939399999999999,0.16538239446809325,0.34384227731968514
0.5007550863900854,0.9847493639648678,0.026987622662106702,0.73862,0.15938116450823167,0.4402898432959555
0.8857954698491652,0.9547506224476535,0.013417016346067925,0.72362,0.1689775002774038,0.4110828417590455
0.7586604497533619,0.9515093775765395,0.0392269770086067,0.74592,0.16672994212198358,0.4087757359443065
